*EVAPOTRANSPIRATION / PHOTOSYNTHESIS DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS    LI%D   PHAD   PHAN    LI%N   SLLN   SLHN   N%LN   N%HN   LMLN   LMHN   TGON   TGAV
 2015 053   145   49.08  22.63    1.34  47.88   7.72   7.18   4.42   4.20   8.22   7.53  22.93  18.33
 2015 054   146   47.31  24.42    1.44  45.85   7.72   7.17   4.41   4.18   8.21   7.52  22.88  19.11
 2015 055   147   50.63  20.93    1.26  49.92   7.71   7.17   4.39   4.16   8.42   7.71  21.05  19.07
 2015 056   148   52.47  15.23    0.93  52.44   7.69   7.16   4.37   4.15   8.19   7.50  22.75  19.46
 2015 057   149   52.48  13.20    0.81  52.48   7.68   7.16   4.35   4.13   8.45   7.73  19.87  16.78
 2015 058   150   52.37  10.09    0.62  52.37   7.67   7.15   4.33   4.11   6.35   5.81  14.59  13.23
 2015 059   151   52.30   3.94    0.24  52.30   7.67   7.15   4.32   4.10   7.49   6.85  17.37  15.22
 2015 060   152   47.97  22.65    1.32  46.80   7.66   7.15   4.30   4.09   7.78   7.11  25.70  22.04
 2015 061   153   48.80  21.95    1.29  47.82   7.65   7.14   4.29   4.07   7.81   7.13  25.26  21.92
 2015 062   154   47.57  23.42    1.36  46.36   7.64   7.12   4.28   4.06   7.83   7.14  24.94  20.76
 2015 063   155   46.30  24.59    1.42  44.99   7.63   7.12   4.27   4.05   7.71   7.03  25.78  21.07
 2015 064   156   48.35  22.94    1.34  47.29   7.63   7.11   4.26   4.04   7.77   7.07  25.30  21.60
 2015 065   157   50.04  21.50    1.26  49.38   7.62   7.11   4.24   4.03   7.91   7.19  23.94  19.12
 2015 066   158   50.89  20.89    1.24  50.50   7.62   7.10   4.23   4.02   8.27   7.51  19.75  15.90
 2015 067   159   46.32  25.62    1.48  45.07   7.62   7.11   4.22   4.01   8.03   7.29  22.85  18.79
 2015 068   160   46.28  25.30    1.45  45.06   7.62   7.11   4.21   3.99   7.82   7.10  24.49  19.90
 2015 069   161   45.70  25.24    1.44  44.47   7.62   7.11   4.19   3.98   7.56   6.85  26.56  22.50
 2015 070   162   49.83  21.04    1.23  49.21   7.61   7.11   4.17   3.96   7.46   6.76  27.16  23.26
 2015 071   163   45.63  25.00    1.43  44.43   7.61   7.10   4.16   3.95   7.47   6.77  26.88  23.83
 2015 072   164   45.54  25.33    1.44  44.34   7.60   7.10   4.14   3.93   7.55   6.84  26.06  22.55
 2015 073   165   45.58  25.06    1.42  44.40   7.59   7.10   4.12   3.91   7.46   6.75  26.64  22.88
 2015 074   166   44.60  26.38    1.49  43.44   7.58   7.10   4.10   3.90   7.58   6.86  25.40  21.53
 2015 075   167   43.77  27.16    1.53  42.69   7.58   7.09   4.08   3.88   7.46   6.74  26.24  21.63
 2015 076   168   43.35  28.31    1.60  42.33   7.58   7.10   4.07   3.87   7.62   6.89  24.78  20.83
 2015 077   169   44.76  25.86    1.46  43.63   7.58   7.10   4.06   3.86   7.39   6.67  26.63  22.58
 2015 078   170   46.70  24.51    1.39  45.67   7.58   7.10   4.05   3.85   7.48   6.75  25.73  21.85
 2015 079   171   43.75  27.45    1.54  42.69   7.57   7.09   4.03   3.83   7.53   6.79  25.11  20.98
 2015 080   172   44.40  26.54    1.49  43.29   7.57   7.10   4.02   3.82   7.44   6.70  25.73  21.00
 2015 081   173   46.09  25.29    1.42  45.04   7.57   7.10   4.00   3.80   7.51   6.76  25.01  20.63
 2015 082   174   51.25  16.28    0.95  51.26   7.57   7.10   3.99   3.79   7.71   6.94  23.09  20.76
 2015 083   175   48.28  23.27    1.32  47.63   7.56   7.10   3.94   3.75   7.54   6.78  23.96  20.71
 2015 084   176   46.70  24.18    1.36  45.79   7.55   7.09   3.91   3.72   7.30   6.56  25.48  21.41
 2015 085   177   46.13  24.25    1.35  45.16   7.55   7.10   3.88   3.69   7.15   6.41  26.45  22.10
 2015 086   178   50.52  14.68    0.85  50.52   7.55   7.10   3.86   3.67   7.48   6.70  23.26  19.75
 2015 087   179   42.86  28.74    1.60  41.78   7.53   7.09   3.83   3.64   6.85   6.14  17.43  13.85
