*Soil Organic Matter daily output file

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS    OMAC    SCDD    SOCD    SC0D    SCTD   SOMCT    LCTD    ONAC    SNDD    SOND    SN0D    SNTD   SOMNT    LNTD
 2015 046   138       0    6235   26289     409   25880   25498   382.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 047   139       0    6235   26302     417   25885   25498   387.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 048   140       0    6235   26316     426   25890   25497   392.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 049   141       0    6235   26329     434   25896   25497   399.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 050   142       0    6235   26336     437   25899   25496   403.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 051   143       0    6235   26339     438   25901   25496   405.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 052   144       0    6235   26343     441   25902   25495   407.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 053   145       0    6235   26352     446   25907   25495   412.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 054   146       0    6235   26373     459   25913   25494   419.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 055   147       0    6235   26388     468   25920   25494   426.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 056   148       0    6234   26404     477   25927   25493   434.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 057   149       0    6234   26418     485   25934   25492   441.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 058   150       0    6234   26432     492   25939   25492   447.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 059   151       0    6234   26441     497   25944   25491   452.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 060   152       0    6234   26452     503   25949   25490   458.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 061   153       0    6234   26466     511   25955   25490   465.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 062   154       0    6233   26481     519   25962   25489   472.8    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 063   155       0    6233   26496     528   25968   25488   479.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 064   156       0    6233   26511     537   25974   25488   486.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 065   157       0    6233   26527     547   25980   25487   493.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 066   158       0    6233   26541     555   25986   25486   499.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 067   159       0    6232   26553     562   25991   25485   505.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 068   160       0    6232   26566     570   25997   25485   512.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 069   161       0    6232   26581     578   26003   25484   518.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 070   162       0    6232   26596     588   26009   25483   525.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 071   163       0    6232   26609     594   26015   25483   531.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 072   164       0    6232   26621     601   26021   25482   538.7    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 073   165       0    6231   26641     614   26026   25481   545.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 074   166       0    6231   26655     623   26032   25480   551.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 075   167       0    6231   26670     632   26038   25480   558.3    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 076   168       0    6231   26683     640   26043   25479   564.4    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 077   169       0    6230   26697     649   26049   25478   570.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 078   170       0    6230   26711     657   26054   25477   576.9    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 079   171       0    6230   26726     667   26060   25476   583.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 080   172       0    6230   26740     675   26065   25476   589.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 081   173       0    6230   26753     683   26070   25475   595.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 082   174       0    6229   26766     691   26075   25474   601.0    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 083   175       0    6229   26787     706   26081   25473   607.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 084   176       0    6229   26807     721   26086   25473   613.6    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 085   177       0    6229   26827     735   26091   25472   619.5    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 086   178       0    6229   26846     750   26096   25471   625.2    0.00     0.0     0.0    0.00     0.0     0.0    0.00
 2015 087   179       0    6229   26865     764   26102   25471   631.1    0.00     0.0     0.0    0.00     0.0     0.0    0.00
